description_cost,category,componentsubtype,componenttype,description_id,description_details,damage,damage2,heatgenerated,aura2_ams,aura2_c3,aura2_c3i,aura2_c3m,aura2_c3ms,aura2_eccm,aura2_eccm_protect,aura2_ecm,aura2_jammer,aura2_searchlight,custom_bonusdescriptions
120000,,NotSet,Upgrade,Gear_Gyro_Proto,Gyros counteract the massive amounts of momentum generated from 'Mech engines and allow for precisio,,,,,,,,,,,,,,
120000,,NotSet,Upgrade,Gear_Actuator_Friedhof_Perseus,Actuators control a 'Mech’s limbs and are used to perform Melee attacks at close quarters. All 'Mech,,,,,,,,,,,,,,"{""Bonuses"":[""MeleeAcc: +1"",""Melee: +6%"",""MeleeStab: +3%"",""ActuatorWeight: 10%""]}"
120000,,NotSet,Upgrade,Gear_Actuator_Friedhof_Behemoth,Upper Arm Actuators usually are barely more than a connector for a limb. <b><color=#800080>Shoulder/,,,,,,,,,,,,,,"{""Bonuses"":[""ActuatorWeight: 10%"",""MeleeDamageTaken: -10%"",""Melee: +10%"",""CASED: 10""]}"
120000,,NotSet,Upgrade,Elemental_Harjel,Common to all Clan Elemental Battle Armor is the 'HarJel' system that automatically seals any breach,,,,,,,,,,,,,,"{""Bonuses"":[""HaarJel"",""HaarJelTaken"",""HaarJelArmor: 7"",""HaarJelStructure: 2"",""HaarJelDuration: 2""]}"
110000,,NotSet,Upgrade,Quirk_Cockpit_Ceres_TSM,"Pretty much just a Standard Armored Cowl, but some joker decided to label a button that shuts off so",,,,,,,,,,,,,,"{""Bonuses"":[""Health: +1"",""SkillGuts: 1"",""ArmoredCowl: 5"",""Activatable"",""ActiveMelee: X1.5"",""ActiveWalkSpeed: +60m"",""ActiveHeatPerTurn: 25"",""Reserved: 6"",""FailChance: 10%"",""FailChanceTurn: 15%"",""FailLocation: CenterTorso"",""FailCritLoc"",""FailStruct: 2"",""FailReducPilot"",""CarryWeight: X2"",""IsCockpit""]}"
110000,,NotSet,Upgrade,Gear_Cockpit_Ceres_TSM,"Pretty much just a Standard Armored Cowl, but some joker decided to label a button that shuts off so",,,,,,,,,,,,,,"{""Bonuses"":[""Health: +1"",""SkillGuts: 1"",""ArmoredCowl: 5"",""Activatable"",""ActiveMelee: X1.5"",""ActiveWalkSpeed: +60m"",""ActiveHeatPerTurn: 30"",""Reserved: 6"",""FailChance: 10%"",""FailChanceTurn: 15%"",""FailLocation: CenterTorso"",""FailCritLoc"",""FailStruct: 2"",""FailReducPilot"",""CarryWeight: X2"",""IsCockpit""]}"
110000,,NotSet,Upgrade,Gear_Cockpit_Ceres_Metals_Braced,"All 'Mechs come equipped with a stock cockpit configuration, which can be upgraded for improved perf",,,,,,,,,,,,,,"{""Bonuses"":[""Health: +1"",""SkillGuts: 1"",""ArmoredCowl: 5"",""IsCockpit""]}"
100000,,NotSet,Upgrade,lootable_armorslots_Primitive,"Developed during the Age of War, Primitive Armor was introduced on the Mackie, the original BattleMe",,,,,,,,,,,,,,"{""Bonuses"":[""ArmorTPCost: -50%"",""ArmorCBCost: -50%"",""ArmorProtection: x0.67""]}"
100000,,NotSet,Upgrade,lootable_FCS_Generic_SLDF,Default SLDF FCS.,,,,,,,,,,,,,,"{""Bonuses"":[""NightVision"",""FCS""]}"
100000,,NotSet,Upgrade,lootable_FCS_Generic_Clan,Default Clan FCS.,,,,,,,,,,,,,,"{""Bonuses"":[""SkillGunnery: 1"",""FCS""]}"
100000,,NotSet,Upgrade,Special_ThermalVision_MK1,"Perfected Thermal Vision on a BattleMech took much time and dedication by Doering, the Optical 320 S",,,,,,,,,,,,,,"{""Bonuses"":[""Special: 0.1"",""ThermalVision: 1, 70, 300""]}"
100000,,NotSet,Upgrade,Special_Shield_9,"Introduced in the late 31st Century on Solaris VII, the Combat Shield is a movable piece of armor th",,,,,,,,,,,,,,"{""Bonuses"":[""HandHeldShield: 9"",""DamageTaken: -18%"",""JumpDistance: -18%"",""Visibility: +18%"",""Signature: +18%"",""HandHeldArmored""]}"
100000,,NotSet,Upgrade,Special_Shield_8,"Introduced in the late 31st Century on Solaris VII, the Combat Shield is a movable piece of armor th",,,,,,,,,,,,,,"{""Bonuses"":[""HandHeldShield: 8"",""DamageTaken: -16%"",""JumpDistance: -16%"",""Visibility: +16%"",""Signature: +16%"",""HandHeldArmored""]}"
100000,,NotSet,Upgrade,Special_Shield_7,"Introduced in the late 31st Century on Solaris VII, the Combat Shield is a movable piece of armor th",,,,,,,,,,,,,,"{""Bonuses"":[""HandHeldShield: 7"",""DamageTaken: -14%"",""JumpDistance: -14%"",""Visibility: +14%"",""Signature: +14%"",""HandHeldArmored""]}"
100000,,NotSet,Upgrade,Special_Shield_6,"Introduced in the late 31st Century on Solaris VII, the Combat Shield is a movable piece of armor th",,,,,,,,,,,,,,"{""Bonuses"":[""HandHeldShield: 6"",""DamageTaken: -12%"",""JumpDistance: -12%"",""Visibility: +12%"",""Signature: +12%"",""HandHeldArmored""]}"
100000,,NotSet,Upgrade,Special_Shield_5,"Introduced in the late 31st Century on Solaris VII, the Combat Shield is a movable piece of armor th",,,,,,,,,,,,,,"{""Bonuses"":[""HandHeldShield: 5"",""DamageTaken: -10%"",""JumpDistance: -10%"",""Visibility: +10%"",""Signature: +10%"",""HandHeldArmored""]}"
100000,,NotSet,Upgrade,Special_Shield_4,"Introduced in the late 31st Century on Solaris VII, the Combat Shield is a movable piece of armor th",,,,,,,,,,,,,,"{""Bonuses"":[""HandHeldShield: 4"",""DamageTaken: -8%"",""JumpDistance: -8%"",""Visibility: +8%"",""Signature: +8%"",""HandHeldArmored""]}"
100000,,NotSet,Upgrade,Special_Shield_3,"Introduced in the late 31st Century on Solaris VII, the Combat Shield is a movable piece of armor th",,,,,,,,,,,,,,"{""Bonuses"":[""HandHeldShield: 3"",""DamageTaken: -6%"",""JumpDistance: -6%"",""Visibility: +6%"",""Signature: +6%"",""HandHeldArmored""]}"
100000,,NotSet,Upgrade,Special_Shield_2,"Introduced in the late 31st Century on Solaris VII, the Combat Shield is a movable piece of armor th",,,,,,,,,,,,,,"{""Bonuses"":[""HandHeldShield: 2"",""DamageTaken: -4%"",""JumpDistance: -4%"",""Visibility: +4%"",""Signature: +4%"",""HandHeldArmored""]}"
100000,,NotSet,Upgrade,Special_Shield_10,"Introduced in the late 31st Century on Solaris VII, the Combat Shield is a movable piece of armor th",,,,,,,,,,,,,,"{""Bonuses"":[""HandHeldShield: 10"",""DamageTaken: -20%"",""JumpDistance: -20%"",""Visibility: +20%"",""Signature: +20%"",""HandHeldArmored""]}"
100000,,NotSet,Upgrade,Special_Shield_1,"Introduced in the late 31st Century on Solaris VII, the Combat Shield is a movable piece of armor th",,,,,,,,,,,,,,"{""Bonuses"":[""HandHeldShield: 1"",""DamageTaken: -2%"",""JumpDistance: -2%"",""Visibility: +2%"",""Signature: +2%"",""HandHeldArmored""]}"
100000,,NotSet,Upgrade,Special_AdvZoom_MK1,The J-Peep Farsight was originally designed by Mitchell for their vehicle Fire Control System line. ,,,,,,,,,,,,,,"{""Bonuses"":[""Special: 0.1"",""NewAdvancedZoom: 540""]}"
100000,,NotSet,Upgrade,Gear_Cockpit_Siri,Cockpit offers an Advanced Voice interaction interface.,,,,,,,,,,,,,,"{""Bonuses"":[""Initiative: +1"",""IsCockpit""]}"
100000,,NotSet,Upgrade,Gear_Actuator_Coventry_X55-Standard,Weapon Actuators are a collection of specialized Servos and Compensators allowing a BattleMech's Arm,,,,,,,,,,,,,,"{""Bonuses"":[""ArmAccuracy: +2"",""Radius: +10%"",""MeleeAcc: -4"",""ActuatorWeight: 10%""]}"
99000,,NotSet,Upgrade,Special_Gauntlet_MASC,"Introduced in 2740 by the Terran Hegemony, the Myomer Accelerator Signal Circuitry (MASC) is a piece",,,,,,,,,,,,,,"{""Bonuses"":[""Activatable"",""ActiveRunMod: +50%"",""FailChance: 13%"",""FailChanceTurn: 12%"",""FailLocation: Legs"",""FailCritLoc"",""FailReducPilot"",""FailStruct: 3"",""Quirk""]}"
94000,,NotSet,Upgrade,Gear_Cockpit_Tacticon_B2000_Battle_Computer,Allows the pilot of the Cyclops to effectively command dozens of units. This allows for a exceptiona,,,,,,,,,,,,,,"{""Bonuses"":[""Tacticon: +3"",""Quirk""]}"
90000,,NotSet,Upgrade,Gear_Actuator_Rawlings_Omega,Actuators control a 'Mech’s limbs and are used to perform Melee attacks at close quarters. All 'Mech,,,,,,,,,,,,,,"{""Bonuses"":[""DFA: +15%"",""ActuatorWeight: 15%""]}"
80000,,NotSet,Upgrade,lootable_Sensors_Generic_Standard,A Basic Sensors Suite.,,,,,,,,,,,,,,"{""Bonuses"":[""AdvancedSensors: 1""]}"
80000,,NotSet,Upgrade,Gear_Actuator_Hook,"It's a Hook, just a big large Hook, what did you expect me to find here Boss?",,,,,,,,,,,,,,"{""Bonuses"":[""Melee: +20%"",""MeleeStab: +20%"",""ActuatorWeight: 10%""]}"
80000,,NotSet,Upgrade,Gear_Actuator_Coventry_B20-Extended,Actuators control a 'Mech's limbs and are used to perform Melee attacks at close quarters. All 'Mech,,,,,,,,,,,,,,"{""Bonuses"":[""MeleeAcc: +1"",""Melee: +10%"",""MeleeStab: +10%"",""ActuatorWeight: 10%"",""HandActuator""]}"
70000,,NotSet,Upgrade,Gear_Cockpit_Majesty_M_M_60KL,"All 'Mechs come equipped with a stock cockpit configuration, which can be upgraded for improved perf",,,,,,,,,,,,,,"{""Bonuses"":[""Sight2: 20"",""SkillGunnery: 1"",""IsCockpit""]}"
60000,,NotSet,Upgrade,lootable_Cockpit_Generic_Standard,"All 'Mechs come equipped with a stock Cockpit and Life Support, which can be upgraded for improved p",,,,,,,,,,,,,,"{""Bonuses"":[""IsCockpit""]}"
60000,,NotSet,Upgrade,emod_armorslots_gladiator,Hardened Armor is a thicker armor type that uses multiple overlapping plates to provide additional p,,,,,,,,,,,,,,"{""Bonuses"":[""ArmorProtection: x2"",""ArmorFactor: x2"",""TACImmune"",""Activatable"",""ActiveRunMod: +40%"",""ActiveHeatPerTurn: 10"",""FailChance: 15%"",""FailChanceTurn: 15%"",""FailLocation: CenterTorso"",""FailCritLoc"",""FailStruct: 3"",""ArmorTPCost: 10%"",""ArmorCBCost: 10%""]}"
60000,,NotSet,Upgrade,emod_arm_omni_hand,A Hand Actuator specifically designed for the OmniPods of a OmniMech. Allows to add a Hand Actuator ,,,,,,,,,,,,,,"{""Bonuses"":[""MeleeAcc: +1"",""Melee: +3%"",""MeleeStab: +2%"",""StandUP: 5%"",""HandActuator""]}"
60000,,NotSet,Upgrade,Special_NightVision,"A Night Vision Module, allowing a mech to fight during bad Light conditions as if it were Daylight.",,,,,,,,,,,,,,"{""Bonuses"":[""Special:  0"",""NightVision""]}"
60000,,NotSet,Upgrade,Gear_Reflective_Coating,"Laser Reflective Armor dissipates energy weapon attacks more efficiently than other armor types, red",,,,,,,,,,,,,,"{""Bonuses"":[""EnergyProtection: 20%"",""KineticProtection: -10%"",""Reserved: 10"",""ArmorTPCost: 10%"",""ArmorCBCost: 15%""]}"
60000,,NotSet,Upgrade,Gear_Reactive_Plating,Reactive Armor Plating (sometimes called Blazer Armor) is a type of specialized armor that uses a se,,,,,,,,,,,,,,"{""Bonuses"":[""KineticProtection: 20%"",""EnergyProtection: -10%"",""Reserved: 10"",""ArmorTPCost: 10%"",""ArmorCBCost: 15%""]}"
60000,,NotSet,Upgrade,Gear_Actuator_Spiked_Boots,Some knucklehead 'engineer' got the wise idea to weld some spikes to some extra armor plating and pu,,,,,,,,,,,,,,"{""Bonuses"":[""MeleeAcc: +1"",""Melee: +5%"",""Melee2: +5"",""ActuatorWeight: 10%""]}"
60000,,NotSet,Upgrade,Gear_Actuator_Rawlings_Omicron,Actuators control a 'Mech’s limbs and are used to perform Melee attacks at close quarters. All 'Mech,,,,,,,,,,,,,,"{""Bonuses"":[""DFA: +10%"",""ActuatorWeight: 10%""]}"
60000,,NotSet,Upgrade,Gear_Actuator_Friedhof_Theseus,Actuators control a 'Mech’s limbs and are used to perform Melee attacks at close quarters. All 'Mech,,,,,,,,,,,,,,"{""Bonuses"":[""MeleeAcc: +1"",""Melee: +4%"",""MeleeStab: +2%"",""ActuatorWeight: 10%""]}"
50000,,NotSet,Upgrade,Gear_Solaris_Spikes,"Spikes have been used as decoration on BattleMechs for centuries, but had no effect in combat. The F",,,,,,,,,,,,,,"{""Bonuses"":[""MeleeDamageTaken: -5%"",""Melee: +3%""]}"
50000,,NotSet,Upgrade,lootable_FCS_Primitive_Standard,FCS system of a Primitive BattleMech.,,,,,,,,,,,,,,"{""Bonuses"":[""AccuracyER: -1"",""AccuracyLR: -1"",""FCS""]}"
50000,,NotSet,Upgrade,emod_structureslots_gladiator,"The Federated Suns introduced the Composite Internal Structure. Inspired by the Endo Steel chassis, ",,,,,,,,,,,,,,"{""Bonuses"":[""StructureFactor: -50%"",""StructureProtection: -50%"",""StructureTPCost: 35%"",""StructureCBCost: 65%""]}"
50000,,NotSet,Upgrade,emod_structureslots_basilisk,An Advanced derivative of Composite and Endo Composite having a greater Structure Weight reduction w,,,,,,,,,,,,,,"{""Bonuses"":[""StructureFactor: -50%"",""StructureProtection: -20%"",""StructureTPCost: 40%"",""StructureCBCost: 65%""]}"
50000,,NotSet,Upgrade,emod_case,"CASE is short for Cellular Ammunition Storage Equipment. In an internal explosion event, CASE preven",,,,,,,,,,,,,,"{""Bonuses"":[""CASE""]}"
50000,,NotSet,Upgrade,Gear_FCS_Recoil,A Improved FCS that provides reduced Recoil.,,,,,,,,,,,,,,"{""Bonuses"":[""Recoil: -2"",""FCS""]}"
50000,,NotSet,Upgrade,Gear_FCS_MultiTrack,The Octagon Accutrack I was commissioned in 3025 as the ongoing mech conflicts found more and more s,,,,,,,,,,,,,,"{""Bonuses"":[""MultiTracker"",""FCS""]}"
50000,,NotSet,Upgrade,Gear_FCS_KuroShi,This FCS brings roaring Death to any who stand in its path.,,,,,,,,,,,,,,"{""Bonuses"":[""AC10Accuracy: +1"",""RecoilAC10: -2"",""Breaching"",""Bulwark"",""TCFCS""]}"
50000,,NotSet,Upgrade,Gear_FCS_Kraken,Like a Elder God unleashed lets this FCS bring Horror and Destruction.,,,,,,,,,,,,,,"{""Bonuses"":[""ACAccuracy: +2"",""RecoilAC: -3"",""BallisticHeatGenerated: -15%"",""FCS""]}"
50000,,NotSet,Upgrade,Gear_FCS_Headshot,The Octagon Accutrack I was commissioned in 3025 as the ongoing mech conflicts found more and more s,,,,,,,,,,,,,,"{""Bonuses"":[""AllowsHeadshot"",""FCS""]}"
50000,,NotSet,Upgrade,Gear_FCS_Gungnir,Odin's Champions throwing the spear where it needs to go.,,,,,,,,,,,,,,"{""Bonuses"":[""GaussAccuracy: +1"",""PPCACC: +1"",""PPCDamage: +15%"",""GaussDamage: +15%"",""Bulwark"",""FCS""]}"
50000,,NotSet,Upgrade,Gear_FCS_EnergyPlus,All 'Mechs come equipped with a stock targeting and tracking system—or TTS—which can be upgraded for,,,,,,,,,,,,,,"{""Bonuses"":[""EnergyAcc: +1"",""EnergyWeaponDamage: +10%"",""FCS""]}"
50000,,NotSet,Upgrade,Gear_FCS_Critical,The Octagon Accutrak II was designed with memory in mind. Being one of the few control systems with ,,,,,,,,,,,,,,"{""Bonuses"":[""Crits: +100%"",""FCS""]}"
50000,,NotSet,Upgrade,Gear_FCS_Breaching,The Octagon Accutrack I was commissioned in 3025 as the ongoing mech conflicts found more and more s,,,,,,,,,,,,,,"{""Bonuses"":[""Breaching"",""FCS""]}"
50000,,NotSet,Upgrade,Gear_BA1100N,A stylish red balloon for your mech.,,,,,,,,,,,,,,"{""Bonuses"":[""JumpDistance: +1%""]}"
50000,,NotSet,Upgrade,Gear_Actuator_Pitban_Kangaroo,Actuators control a 'Mech’s limbs and are used to perform Melee attacks at close quarters. All 'Mech,,,,,,,,,,,,,,"{""Bonuses"":[""DFASelfDamage: -30%"",""ActuatorWeight: 30%""]}"
50000,,NotSet,Upgrade,Gear_Actuator_HandyVac_Industrial_ExcavatorClaw,"Industrial mechs use arm-mounted Excavator Claws to dig, scoop and crush soil or loose aggregate. Th",,,,,,,,,,,,,,"{""Bonuses"":[""Melee2: 20"",""Melee: +55%"",""MeleeStab: 30%"",""MeleeAcc: -1""]}"
50000,,NotSet,Upgrade,Gear_Actuator_HandyVac_Industrial_CargoGrip,"Industrial mechs use arm-mounted Cargo Grips to shift crates, construction materials and other large",,,,,,,,,,,,,,"{""Bonuses"":[""MeleeStab: +20"",""MeleeStab: +40%"",""Melee: +55%"",""MeleeAcc: -1""]}"
40000,,NotSet,Upgrade,lootable_FCS_Generic_Standard,Default FCS system of a BattleMech.,,,,,,,,,,,,,,"{""Bonuses"":[""FCS""]}"
40000,,NotSet,Upgrade,emod_arm_omni_lower,A Lower Arm Actuator specifically designed for the OmniPods of a OmniMech. Allows to add a Lower Arm,,,,,,,,,,,,,,"{""Bonuses"":[""ArmAccuracy: +1"",""Melee: +2%"",""MeleeStab: +1%"",""StandUP: 5%""]}"
35000,,NotSet,Upgrade,Gear_Vehicle_MASH_Compartment,This is where a Mobile Army Surgical Hospital keeps the wounded people you're gunning down. You mons,,,,,,,,,,,,,,
30000,,NotSet,Upgrade,lootable_Cockpit_Primitive,"The Primitive Cockpit is functionally similar to the modern BattleMech cockpit, but due to the bulki",,,,,,,,,,,,,,"{""Bonuses"":[""SkillPiloting: -1"",""NoEject"",""ArmorTPCost: -10%"",""ArmorCBCost: -20%"",""IsCockpit""]}"
30000,,NotSet,Upgrade,emod_leg_upper,"An Actuator is a component within a BattleMech's limbs, composed of the joint, myomer bundles, and m",,,,,,,,,,,,,,"{""Bonuses"":[""StandUP: 10%""]}"
30000,,NotSet,Upgrade,emod_leg_lower,"An Actuator is a component within a BattleMech's limbs, composed of the joint, myomer bundles, and m",,,,,,,,,,,,,,"{""Bonuses"":[""StandUP: 10%""]}"
30000,,NotSet,Upgrade,emod_leg_hip,"An Actuator is a component within a BattleMech's limbs, composed of the joint, myomer bundles, and m",,,,,,,,,,,,,,"{""Bonuses"":[""StandUP: 10%""]}"
30000,,NotSet,Upgrade,emod_leg_foot,"An Actuator is a component within a BattleMech's limbs, composed of the joint, myomer bundles, and m",,,,,,,,,,,,,,"{""Bonuses"":[""StandUP: 10%""]}"
30000,,NotSet,Upgrade,emod_arm_part_shoulder,"An Actuator is a component within a BattleMech's limbs, composed of the joint, myomer bundles, and m",,,,,,,,,,,,,,"{""Bonuses"":[""StandUP: 5%""]}"
30000,,NotSet,Upgrade,emod_arm_part_hand,"An Actuator is a component within a BattleMech's limbs, composed of the joint, myomer bundles, and m",,,,,,,,,,,,,,"{""Bonuses"":[""MeleeAcc: +1"",""Melee: +3%"",""MeleeStab: +2%"",""StandUP: 5%"",""HandActuator""]}"
30000,,NotSet,Upgrade,PA_BoardingClaw,"An Actuator is a component within a BattleMech's limbs, composed of the joint, myomer bundles, and m",,,,,,,,,,,,,,"{""Bonuses"":[""BACLAW""]}"
30000,,NotSet,Upgrade,Gear_Actuator_Rawlings_Epsilon,Actuators control a 'Mech’s limbs and are used to perform Melee attacks at close quarters. All 'Mech,,,,,,,,,,,,,,"{""Bonuses"":[""DFA: +5%"",""ActuatorWeight: 5%""]}"
30000,,NotSet,Upgrade,Gear_Actuator_Pitban_Wallaby,Actuators control a 'Mech’s limbs and are used to perform Melee attacks at close quarters. All 'Mech,,,,,,,,,,,,,,"{""Bonuses"":[""DFASelfDamage: -20%"",""ActuatorWeight: 20%""]}"
20000,,NotSet,Upgrade,emod_arm_part_upper,"An Actuator is a component within a BattleMech's limbs, composed of the joint, myomer bundles, and m",,,,,,,,,,,,,,"{""Bonuses"":[""Melee: +2%"",""MeleeStab: +1%"",""StandUP: 5%""]}"
20000,,NotSet,Upgrade,emod_arm_part_lower,"An Actuator is a component within a BattleMech's limbs, composed of the joint, myomer bundles, and m",,,,,,,,,,,,,,"{""Bonuses"":[""ArmAccuracy: +1"",""Melee: +2%"",""MeleeStab: +1%"",""StandUP: 5%""]}"
20000,,NotSet,Upgrade,Gear_Cockpit_LifeSupportB_Distille,"Well Boss, Someone hotwired their Cockpits Lifesupport to run the Mechs cooling system around a smal",,,,,,,,,,,,,,"{""Bonuses"":[""Resolve: +1"",""Initiative: -1"",""IsLifeSupportB""]}"
20000,,NotSet,Upgrade,Gear_Actuator_Pitban_Jackrabbit,Actuators control a 'Mech’s limbs and are used to perform Melee attacks at close quarters. All 'Mech,,,,,,,,,,,,,,"{""Bonuses"":[""DFASelfDamage: -10%"",""ActuatorWeight: 10%""]}"
10000,,NotSet,Upgrade,lootable_Sensors_Primitive_Standard,A Primitive Sensors Suite.,,,,,,,,,,,,,,"{""Bonuses"":[""Sensors: -25%"",""Sight: -15%""]}"
10000,,NotSet,Upgrade,emod_salvage_arm,"The Salvage Arm is a non-combat actuator which is used for purposes of handing ammunition, repairs, ",,,,,,,,,,,,,,"{""Bonuses"":[""MeleeAcc: +3"",""Melee: +15%"",""MeleeStab: +5%""]}"
10000,,NotSet,Upgrade,Gear_Vehicle_Munitions,A lot of Ammo,,,,,,,,,,,,,,
10000,,NotSet,Upgrade,Gear_Cockpit_LifeSupportB_Knife,There is a very serious looking survival knife is a traditional leather sheath strapped to the prima,,,,,,,,,,,,,,"{""Bonuses"":[""SkillGuts: +1"",""IsLifeSupportB""]}"
10000,,NotSet,Upgrade,Gear_Cockpit_LifeSupportA_FuzzyDice,This is.. a Pair of Fuzzy Dice and Air Freshener dangling in front of the ventilation.....,,,,,,,,,,,,,,"{""Bonuses"":[""Resolve: +1"",""IsLifeSupportA""]}"
1000,,NotSet,Upgrade,emod_arm_mortis,"All right, you primitive screw-heads, listen up! See this? This... is my boomstick! - It's a LB-X TW",,,,,,,,,,,,,,"{""Bonuses"":[""RecoilAC10: -2"",""RangeAC10: +15%"",""AC10Damage: +25%"",""AC10Accuracy: +2"",""MeleeAcc: +1"",""Melee: +30%"",""MeleeStab: +20%"",""CarryWeight: +100%""]}"
100,,NotSet,Upgrade,Gear_quirk_Hardened_CLPS,The Chameleon Light Polarization Shield was designed to make a 'Mech invisible to the naked eye. By ,,,,,,,,,,,,,,"{""Bonuses"":[""CLPS"",""StealthSensors: 50%, 4, 2, 4, 6"",""MimeticStealth: 50%, 4, 5"",""ActiveVisibility: -50%"",""ActiveSignature: -50%"",""TEHeatgen: +15%"",""HeatPerTurn: +15"",""ArmorProtection: x2"",""ArmorFactor: x2"",""TACImmune"",""WalkSpeed: -20%"",""ReqECM"",""ArmorTPCost: X2"",""ArmorCBCost: X2""]}"
